ICEBERG_YEAR,ICEBERG_NUMBER,SIGHTING_DATE,SIGHTING_TIME,SIGHTING_LATITUDE,SIGHTING_LONGITUDE,SIGHTING_METHOD,SIZE,SHAPE,SOURCE
2021,20163,04/02/21,2124,53.9,-56.04833,SAT-LOW,MED,GEN,SN1A
2021,20165,04/02/21,2124,54.5,-56.105,SAT-HIGH,MED,GEN,SN1A
2021,20219,04/02/21,2124,54.74,-55.02833,SAT-HIGH,MED,GEN,SN1A
2021,20229,04/02/21,2124,54.535,-54.03667,SAT-HIGH,SM,GEN,SN1A
2021,20230,04/02/21,2124,53.25167,-55.08667,SAT-HIGH,MED,GEN,SN1A
2021,20232,04/02/21,2124,54.04833,-54.93333,SAT-HIGH,MED,GEN,SN1A
2021,20089,04/03/21,1002,53.83333,-55.69333,SAT-LOW,MED,GEN,RCM3
2021,20115,04/03/21,1002,55.65,-57.70667,SAT-HIGH,LG,GEN,RCM3
2021,20154,04/03/21,1002,55.165,-55.79833,SAT-HIGH,LG,GEN,RCM3
2021,20159,04/03/21,1002,55.40667,-55.46167,SAT-HIGH,MED,GEN,RCM3
2021,20174,04/03/21,1002,54.02,-57.035,SAT-HIGH,MED,GEN,RCM3
2021,20179,04/03/21,1002,57.23333,-58.80333,SAT-HIGH,LG,GEN,RCM3
2021,20191,04/03/21,1002,56.41,-59.60667,SAT-HIGH,MED,GEN,RCM3
2021,20198,04/03/21,1002,56.88167,-59.55667,SAT-HIGH,LG,GEN,RCM3
2021,20209,04/03/21,1002,55.65333,-57.90833,SAT-HIGH,MED,GEN,RCM3
2021,20217,04/03/21,1002,55.475,-57.85833,SAT-HIGH,MED,GEN,RCM3
2021,20260,04/03/21,1002,55.24667,-58.63167,SAT-HIGH,MED,GEN,RCM3
2021,20092,04/03/21,1003,55.815,-58.22,SAT-HIGH,MED,GEN,SN1B
2021,20137,04/03/21,1003,54.86,-57.58667,SAT-HIGH,SM,GEN,SN1B
2021,20178,04/03/21,1003,55.105,-57.44167,SAT-LOW,MED,GEN,SN1B
2021,20214,04/03/21,1003,55.24667,-58.65167,SAT-HIGH,MED,GEN,SN1B
2021,20252,04/03/21,1003,55.31833,-55.72333,SAT-HIGH,MED,GEN,SN1B
2021,20255,04/03/21,1003,55.10833,-55.94,SAT-HIGH,MED,GEN,SN1B
2021,20324,04/03/21,1003,55.395,-58.25,SAT-HIGH,MED,GEN,SN1B
2021,20325,04/03/21,1003,55.325,-57.855,SAT-LOW,SM,GEN,SN1B
2021,20350,04/03/21,1022,49.785,-52.26333,R/V,SM,GEN,FRHZ
2021,20090,04/03/21,1058,52.60833,-54.87833,R/V,SM,GEN,FRHZ
2021,20359,04/03/21,1343,52.23667,-54.53167,R/V,SM,GEN,FRHZ
2021,20360,04/03/21,1344,52.26333,-54.19333,R/V,SM,GEN,FRHZ
2021,20336,04/03/21,1355,51.79333,-54.715,R/V,SM,GEN,FRHZ
2021,20111,04/03/21,1403,51.605,-54.655,R/V,SM,GEN,FRHZ
2021,20012,04/03/21,1406,50.11167,-52.48167,R/V,SM,GEN,FRHZ
2021,20348,04/03/21,1406,50.34,-53.565,R/V,SM,GEN,FRHZ
2021,20361,04/03/21,1406,49.75,-53.15667,R/V,SM,GEN,FRHZ
2021,20119,04/03/21,2134,59.86,-60.815,SAT-HIGH,MED,GEN,RCM2
2021,20169,04/03/21,2134,57.43833,-60.27333,SAT-LOW,SM,GEN,RCM2
2021,20172,04/03/21,2134,56.88167,-60.915,SAT-HIGH,MED,GEN,RCM2
2021,20179,04/03/21,2134,57.12,-58.66833,SAT-HIGH,LG,GEN,RCM2
2021,20188,04/03/21,2134,56.53,-60.69167,SAT-LOW,SM,GEN,RCM2
2021,20301,04/03/21,2134,58.42167,-60.75167,SAT-HIGH,MED,GEN,RCM2
2021,20306,04/03/21,2134,58.38667,-61.02833,SAT-HIGH,SM,GEN,RCM2
2021,20362,04/03/21,2134,59.57,-61.99833,SAT-LOW,LG,GEN,RCM2
2021,20101,04/04/21,956,52.96167,-55.47,SAT-LOW,SM,GEN,SN1A
2021,20105,04/04/21,956,53.88833,-55.65,SAT-LOW,MED,GEN,SN1A
2021,20154,04/04/21,956,55.295,-55.53833,SAT-LOW,MED,GEN,SN1A
2021,20174,04/04/21,956,54.02,-57.035,SAT-HIGH,MED,GEN,SN1A
2021,20234,04/04/21,956,54.75667,-54.38833,SAT-LOW,MED,GEN,SN1A
2021,20235,04/04/21,956,54.76667,-54.25333,SAT-LOW,MED,GEN,SN1A
2021,20252,04/04/21,956,55.29667,-55.51667,SAT-HIGH,MED,GEN,SN1A
2021,20329,04/04/21,956,53.89333,-56.83333,SAT-HIGH,MED,GEN,SN1A
2021,20335,04/04/21,956,54.41667,-54.67,SAT-LOW,MED,GEN,SN1A
2021,20160,04/05/21,921,55.105,-53.45167,SAT-HIGH,MED,GEN,RSCM
2021,20218,04/05/21,921,54.91833,-53.47167,SAT-HIGH,MED,GEN,RSCM
2021,20229,04/05/21,921,54.81833,-53.775,SAT-HIGH,MED,GEN,RSCM
2021,20233,04/05/21,921,54.63,-54.045,SAT-HIGH,MED,GEN,RSCM
2021,20234,04/05/21,921,54.83,-53.98167,SAT-HIGH,MED,GEN,RSCM
2021,20235,04/05/21,921,54.97667,-53.96167,SAT-HIGH,MED,GEN,RSCM
2021,20338,04/05/21,921,53.45667,-52.945,SAT-HIGH,SM,GEN,RSCM
2021,20367,04/05/21,921,55.025,-53.55333,SAT-HIGH,MED,GEN,RSCM
2021,20368,04/05/21,921,54.96833,-53.71333,SAT-HIGH,MED,GEN,RSCM
2021,20369,04/05/21,921,54.92833,-53.69167,SAT-HIGH,MED,GEN,RSCM
2021,20370,04/05/21,921,54.98333,-53.71,SAT-HIGH,MED,GEN,RSCM
2021,20371,04/05/21,921,55,-53.765,SAT-HIGH,MED,GEN,RSCM
2021,20087,04/05/21,947,51.91667,-53.55833,SAT-HIGH,MED,GEN,SNL1
2021,20112,04/05/21,947,52.30667,-53.48,SAT-HIGH,MED,GEN,SNL1
2021,20159,04/05/21,947,55.17333,-54.67333,SAT-HIGH,MED,GEN,SN1B
2021,20164,04/05/21,947,54.62,-54.93,SAT-HIGH,SM,GEN,SNL1
2021,20218,04/05/21,947,54.63833,-53.53,SAT-HIGH,SM,GEN,SN1B
2021,20223,04/05/21,947,52.26167,-53.445,SAT-HIGH,SM,GEN,SNL1
2021,20226,04/05/21,947,54.43167,-53.92167,SAT-HIGH,SM,GEN,SNL1
2021,20229,04/05/21,947,54.395,-53.405,SAT-HIGH,SM,GEN,SNL1
2021,20231,04/05/21,947,54.2,-55.025,SAT-HIGH,SM,GEN,SNL1
2021,20232,04/05/21,947,54.25,-54.325,SAT-HIGH,SM,GEN,SNL1
2021,20233,04/05/21,947,54.32833,-54.58833,SAT-HIGH,SM,GEN,SNL1
2021,20234,04/05/21,947,54.59833,-53.98667,SAT-HIGH,MED,GEN,SN1B
2021,20235,04/05/21,947,54.615,-53.96667,SAT-HIGH,SM,GEN,SN1B
2021,20335,04/05/21,947,54.52667,-54.14833,SAT-HIGH,SM,GEN,SNL1
2021,20336,04/05/21,947,51.66167,-54.69167,SAT-HIGH,MED,GEN,SNL1
2021,20338,04/05/21,947,53.075,-53.01833,SAT-HIGH,MED,GEN,SNL1
2021,20341,04/05/21,947,51.45167,-53.74667,SAT-HIGH,SM,GEN,SNL1
2021,20372,04/05/21,947,51.63833,-55.41667,SAT-HIGH,MED,GEN,SNL1
2021,20373,04/05/21,947,54.39833,-53.10167,SAT-HIGH,SM,GEN,SNL1
2021,20374,04/05/21,947,54.57833,-53.6,SAT-HIGH,SM,GEN,SN1B
2021,20375,04/05/21,947,54.595,-53.54667,SAT-LOW,SM,GEN,SN1B
2021,20376,04/05/21,947,54.58167,-53.565,SAT-LOW,SM,GEN,SN1B
2021,20377,04/05/21,947,54.605,-53.95,SAT-HIGH,SM,GEN,SN1B
2021,20344,04/05/21,948,50.39833,-52.865,SAT-LOW,MED,GEN,SN1B
2021,20346,04/05/21,948,50.5,-53.84833,SAT-LOW,MED,GEN,SN1B
2021,20363,04/05/21,948,50.54,-53.01167,SAT-LOW,MED,GEN,SN1B
2021,20364,04/05/21,948,50.50167,-52.945,SAT-LOW,MED,GEN,SN1B
2021,20365,04/05/21,948,50.42833,-52.86167,SAT-LOW,SM,GEN,SN1B
2021,20366,04/05/21,948,50.63667,-53.08167,SAT-LOW,MED,GEN,SN1B
2021,20170,04/05/21,1016,57.24333,-61.29667,SAT-LOW,MED,GEN,RCM3
2021,20179,04/05/21,1016,56.885,-58.68833,SAT-HIGH,LG,GEN,RCM3
2021,20184,04/05/21,1016,56.42833,-60.13833,SAT-LOW,MED,GEN,RCM3
2021,20188,04/05/21,1016,56.425,-60.49833,SAT-LOW,MED,GEN,RCM3
2021,20172,04/05/21,2149,56.425,-60.49833,SAT-LOW,MED,GEN,SN1A
2021,20185,04/05/21,2149,55.93333,-60.34667,SAT-HIGH,MED,GEN,SN1A
2021,20193,04/05/21,2149,55.94167,-59.47,SAT-HIGH,MED,GEN,SN1A
2021,20194,04/05/21,2149,55.99833,-59.785,SAT-LOW,MED,GEN,SN1A
2021,20087,04/06/21,940,52.02833,-53.51167,SAT-HIGH,MED,GEN,SNL1
2021,20100,04/06/21,940,54.27333,-52.935,SAT-HIGH,SM,GEN,SNL1
2021,20338,04/06/21,940,53.20167,-53.07,SAT-HIGH,MED,GEN,SNL1
2021,20373,04/06/21,940,54.37833,-52.82833,SAT-HIGH,SM,GEN,SNL1
2021,20378,04/06/21,940,48.84167,-51.38833,SAT-HIGH,RAD,GEN,SNL1
2021,20093,04/06/21,1027,57.91833,-61.85167,SAT-LOW,MED,GEN,SN1B
2021,20119,04/06/21,1027,59.94333,-61.06667,SAT-HIGH,MED,GEN,SN1B
2021,20123,04/06/21,1027,59.89833,-61.3,SAT-HIGH,SM,GEN,SN1B
2021,20124,04/06/21,1027,59.53333,-60.26667,SAT-HIGH,MED,GEN,SN1B
2021,20125,04/06/21,1027,59.86833,-61.42,SAT-HIGH,MED,GEN,SN1B
2021,20127,04/06/21,1027,59.61667,-61.16,SAT-HIGH,SM,GEN,SN1B
2021,20128,04/06/21,1027,59.015,-60.61333,SAT-LOW,MED,GEN,SN1B
2021,20129,04/06/21,1027,59.725,-61.62833,SAT-HIGH,SM,GEN,SN1B
2021,20131,04/06/21,1027,59.74,-61.39,SAT-HIGH,SM,GEN,SN1B
2021,20132,04/06/21,1027,57.21667,-60.44833,SAT-HIGH,MED,GEN,SN1B
2021,20170,04/06/21,1027,57.245,-61.29667,SAT-LOW,SM,GEN,SN1B
2021,20267,04/06/21,1027,59.47167,-60.65333,SAT-HIGH,MED,GEN,SN1B
2021,20268,04/06/21,1027,59.825,-60.255,SAT-HIGH,MED,GEN,SN1B
2021,20269,04/06/21,1027,59,-60.59833,SAT-LOW,SM,GEN,SN1B
2021,20271,04/06/21,1027,59.09167,-60.22,SAT-HIGH,SM,GEN,SN1B
2021,20272,04/06/21,1027,58.99667,-60.62833,SAT-LOW,SM,GEN,SN1B
2021,20273,04/06/21,1027,59.06667,-60.79333,SAT-HIGH,SM,GEN,SN1B
2021,20274,04/06/21,1027,58.975,-60.73667,SAT-HIGH,SM,GEN,SN1B
2021,20275,04/06/21,1027,59.01167,-60.885,SAT-LOW,SM,GEN,SN1B
2021,20276,04/06/21,1027,58.975,-60.84,SAT-LOW,SM,GEN,SN1B
2021,20277,04/06/21,1027,58.96333,-60.74833,SAT-LOW,SM,GEN,SN1B
2021,20278,04/06/21,1027,58.80333,-60.61167,SAT-HIGH,MED,GEN,SN1B
2021,20278,04/06/21,1027,58.38833,-60.805,SAT-LOW,MED,GEN,SN1B
2021,20279,04/06/21,1027,58.97833,-60.91333,SAT-LOW,SM,GEN,SN1B
2021,20280,04/06/21,1027,58.97167,-60.80667,SAT-HIGH,SM,GEN,SN1B
2021,20283,04/06/21,1027,58.85167,-60.09167,SAT-LOW,SM,GEN,SN1B
2021,20284,04/06/21,1027,58.825,-60.595,SAT-LOW,SM,GEN,SN1B
2021,20285,04/06/21,1027,58.95333,-60.83667,SAT-LOW,SM,GEN,SN1B
2021,20286,04/06/21,1027,58.985,-60.665,SAT-HIGH,SM,GEN,SN1B
2021,20286,04/06/21,1027,58.32,-60.83833,SAT-LOW,SM,GEN,SN1B
2021,20287,04/06/21,1027,58.98,-60.64667,SAT-HIGH,SM,GEN,SN1B
2021,20288,04/06/21,1027,58.97333,-60.865,SAT-HIGH,SM,GEN,SN1B
2021,20289,04/06/21,1027,58.97,-60.87167,SAT-HIGH,SM,GEN,SN1B
2021,20290,04/06/21,1027,58.97,-60.70167,SAT-LOW,SM,GEN,SN1B
2021,20290,04/06/21,1027,58.325,-60.92833,SAT-LOW,SM,GEN,SN1B
2021,20291,04/06/21,1027,58.95667,-60.805,SAT-LOW,SM,GEN,SN1B
2021,20291,04/06/21,1027,58.34667,-60.94167,SAT-LOW,SM,GEN,SN1B
2021,20294,04/06/21,1027,58.36167,-60.76,SAT-LOW,SM,GEN,SN1B
2021,20295,04/06/21,1027,58.315,-60.915,SAT-LOW,SM,GEN,SN1B
2021,20301,04/06/21,1027,58.06167,-60.755,SAT-LOW,MED,GEN,SN1B
2021,20306,04/06/21,1027,58.09333,-60.685,SAT-HIGH,SM,GEN,SN1B
2021,20355,04/06/21,1027,58.11833,-60.00833,SAT-HIGH,MED,GEN,SN1B
2021,20362,04/06/21,1027,59.57,-61.995,SAT-LOW,MED,GEN,SN1B
2021,20379,04/06/21,1027,60.17667,-61.87333,SAT-LOW,SM,GEN,SN1B
2021,20380,04/06/21,1027,60.19167,-61.89,SAT-HIGH,SM,GEN,SN1B
2021,20381,04/06/21,1027,59.76833,-61.49667,SAT-HIGH,SM,GEN,SN1B
2021,20382,04/06/21,1027,59.90167,-61.64667,SAT-HIGH,SM,GEN,SN1B
2021,20383,04/06/21,1027,59.73833,-61.66333,SAT-LOW,SM,GEN,SN1B
2021,20384,04/06/21,1027,59.69,-61.645,SAT-LOW,SM,GEN,SN1B
2021,20385,04/06/21,1027,58.91333,-62.895,SAT-LOW,MED,GEN,SN1B
2021,20386,04/06/21,1027,59.50333,-61.40333,SAT-LOW,SM,GEN,SN1B
2021,20387,04/06/21,1027,59.43333,-61.38667,SAT-LOW,MED,GEN,SN1B
2021,20388,04/06/21,1027,59.44,-61.42833,SAT-LOW,SM,GEN,SN1B
2021,20389,04/06/21,1027,59.48333,-61.475,SAT-LOW,SM,GEN,SN1B
2021,20390,04/06/21,1027,59.37667,-61.605,SAT-LOW,SM,GEN,SN1B
2021,20391,04/06/21,1027,59.35167,-61.58833,SAT-HIGH,SM,GEN,SN1B
2021,20392,04/06/21,1027,59.07667,-61.40667,SAT-HIGH,SM,GEN,SN1B
2021,20393,04/06/21,1027,59.21167,-61.35333,SAT-LOW,SM,GEN,SN1B
2021,20394,04/06/21,1027,59.24667,-61.69333,SAT-HIGH,SM,GEN,SN1B
2021,20395,04/06/21,1027,59.15833,-61.485,SAT-LOW,SM,GEN,SN1B
2021,20396,04/06/21,1027,59.08333,-61.43167,SAT-LOW,SM,GEN,SN1B
2021,20397,04/06/21,1027,59.23833,-61.06333,SAT-LOW,SM,GEN,SN1B
2021,20398,04/06/21,1027,59.23833,-61.055,SAT-LOW,SM,GEN,SN1B
2021,20399,04/06/21,1027,59.215,-61.09833,SAT-LOW,SM,GEN,SN1B
2021,20400,04/06/21,1027,58.78833,-61.51833,SAT-LOW,SM,GEN,SN1B
2021,20401,04/06/21,1027,59.185,-61.09,SAT-HIGH,MED,GEN,SN1B
2021,20402,04/06/21,1027,58.81833,-61.52833,SAT-LOW,SM,GEN,SN1B
2021,20403,04/06/21,1027,59.09667,-61.11167,SAT-LOW,SM,GEN,SN1B
2021,20404,04/06/21,1027,59.05167,-61.03833,SAT-LOW,SM,GEN,SN1B
2021,20405,04/06/21,1027,59.12833,-61.17833,SAT-HIGH,SM,GEN,SN1B
2021,20378,04/07/21,932,48.765,-51.665,SAT-LOW,MED,GEN,SN1B
2021,20356,04/07/21,2131,52.425,-54.29833,SAT-HIGH,MED,GEN,SN1A
2021,20021,04/08/21,1516,55.49833,-57.91833,SAT-HIGH,MED,NTB,SN2B
2021,20092,04/08/21,1516,55.73667,-57.24833,SAT-HIGH,MED,NTB,SN2B
2021,20115,04/08/21,1516,55.415,-56.895,SAT-HIGH,LG,NTB,SN2B
2021,20161,04/08/21,1516,55.49833,-57.92333,SAT-HIGH,MED,NTB,SN2B
2021,20167,04/08/21,1516,55.51667,-58.20167,SAT-HIGH,LG,NTB,SN2B
2021,20178,04/08/21,1516,55.39833,-57.185,SAT-HIGH,MED,NTB,SN2B
2021,20179,04/08/21,1516,56.31333,-58.34667,SAT-HIGH,LG,NTB,SN2B
2021,20184,04/08/21,1516,55.69333,-59.18667,SAT-HIGH,MED,NTB,SN2B
2021,20186,04/08/21,1516,55.61167,-59.11,SAT-HIGH,MED,NTB,SN2B
2021,20191,04/08/21,1516,56.08333,-58.40167,SAT-HIGH,MED,NTB,SN2B
2021,20192,04/08/21,1516,56.17833,-58.81333,SAT-HIGH,SM,NTB,SN2B
2021,20193,04/08/21,1516,55.68,-58.70333,SAT-HIGH,MED,NTB,SN2B
2021,20194,04/08/21,1516,55.63333,-59.225,SAT-HIGH,MED,NTB,SN2B
2021,20195,04/08/21,1516,56.04667,-58.35167,SAT-HIGH,MED,NTB,SN2B
2021,20196,04/08/21,1516,56.05667,-58.44333,SAT-HIGH,SM,NTB,SN2B
2021,20199,04/08/21,1516,55.98333,-57.17333,SAT-HIGH,MED,NTB,SN2B
2021,20200,04/08/21,1516,55.54667,-57.8,SAT-HIGH,MED,NTB,SN2B
2021,20201,04/08/21,1516,55.57833,-58.21667,SAT-HIGH,LG,NTB,SN2B
2021,20202,04/08/21,1516,56.35667,-58.29833,SAT-HIGH,MED,NTB,SN2B
2021,20203,04/08/21,1516,55.88333,-57.505,SAT-HIGH,SM,NTB,SN2B
2021,20204,04/08/21,1516,55.57667,-59.19167,SAT-HIGH,SM,NTB,SN2B
2021,20207,04/08/21,1516,55.49833,-57.92167,SAT-HIGH,MED,NTB,SN2B
2021,20208,04/08/21,1516,55.42,-58.16167,SAT-HIGH,MED,NTB,SN2B
2021,20209,04/08/21,1516,55.47,-56.88167,SAT-HIGH,LG,NTB,SN2B
2021,20210,04/08/21,1516,56.15667,-57.565,SAT-HIGH,MED,NTB,SN2B
2021,20212,04/08/21,1516,56.03833,-57.31833,SAT-HIGH,SM,NTB,SN2B
2021,20213,04/08/21,1516,56.04167,-57.24167,SAT-HIGH,LG,NTB,SN2B
2021,20214,04/08/21,1516,55.475,-57.58167,SAT-HIGH,MED,NTB,SN2B
2021,20215,04/08/21,1516,55.32833,-58.34667,SAT-HIGH,MED,NTB,SN2B
2021,20217,04/08/21,1516,55.40667,-57.18667,SAT-HIGH,LG,NTB,SN2B
2021,20259,04/08/21,1516,55.49,-58.505,SAT-HIGH,MED,NTB,SN2B
2021,20260,04/08/21,1516,55.32333,-57.79833,SAT-HIGH,MED,NTB,SN2B
2021,20261,04/08/21,1516,55.49833,-58.615,SAT-HIGH,MED,NTB,SN2B
2021,20262,04/08/21,1516,55.60667,-59.11333,SAT-HIGH,SM,NTB,SN2B
2021,20324,04/08/21,1516,55.45667,-57.35167,SAT-HIGH,MED,NTB,SN2B
2021,20325,04/08/21,1516,55.795,-57.21667,SAT-HIGH,MED,NTB,SN2B
2021,20326,04/08/21,1516,55.73167,-57.225,SAT-HIGH,MED,NTB,SN2B
2021,20327,04/08/21,1516,55.50667,-58.02,SAT-HIGH,LG,NTB,SN2B
2021,20406,04/08/21,1516,55.86333,-57.89167,SAT-HIGH,MED,NTB,SN2B
2021,20407,04/08/21,1516,55.73667,-57.24833,SAT-HIGH,SM,NTB,SN2B
2021,20408,04/08/21,1516,56.05,-58.57667,SAT-HIGH,SM,NTB,SN2B
2021,20409,04/08/21,1516,55.95333,-58.57333,SAT-HIGH,SM,NTB,SN2B
2021,20410,04/08/21,1516,55.94833,-58.58167,SAT-HIGH,SM,NTB,SN2B
2021,20411,04/08/21,1516,56.025,-57.37167,SAT-HIGH,MED,NTB,SN2B
2021,20412,04/08/21,1516,55.97,-58.51667,SAT-HIGH,MED,NTB,SN2B
2021,20413,04/08/21,1516,55.97,-58.51167,SAT-HIGH,LG,NTB,SN2B
2021,20414,04/08/21,1516,55.945,-58.57667,SAT-HIGH,MED,NTB,SN2B
2021,20137,04/10/21,955,54.02,-57.035,SAT-HIGH,MED,GEN,SN1B
2021,20145,04/10/21,955,54.51167,-54.39833,SAT-HIGH,MED,GEN,SN1B
2021,20164,04/10/21,955,54.59,-54.91333,SAT-HIGH,MED,GEN,SN1B
2021,20174,04/10/21,955,53.89333,-56.83333,SAT-LOW,MED,GEN,SN1B
2021,20209,04/10/21,955,55.50833,-56.04,SAT-LOW,MED,GEN,SN1B
2021,20219,04/10/21,955,54.72167,-54.55667,SAT-HIGH,MED,GEN,SN1B
2021,20226,04/10/21,955,54.425,-54.22,SAT-LOW,MED,GEN,SN1B
2021,20233,04/10/21,955,54.42,-54.78167,SAT-LOW,SM,GEN,SN1B
2021,20234,04/10/21,955,54.40167,-54.48833,SAT-HIGH,MED,GEN,SN1B
2021,20238,04/10/21,955,53.91667,-55.81833,SAT-HIGH,MED,GEN,SN1B
2021,20334,04/10/21,955,54.30833,-56.06667,SAT-LOW,MED,GEN,SN1B
2021,20334,04/10/21,955,54.595,-55.24167,SAT-HIGH,MED,GEN,SN1B
2021,20375,04/10/21,955,54.27333,-53.395,SAT-LOW,MED,GEN,SN1B
2021,20093,04/10/21,1026,57.91833,-61.85167,SAT-LOW,SM,GEN,RCM1
2021,20124,04/10/21,1026,58.855,-60.46333,SAT-HIGH,SM,GEN,RCM1
2021,20127,04/10/21,1026,59.49167,-60.55833,SAT-LOW,SM,GEN,RCM1
2021,20131,04/10/21,1026,59.51667,-60.56833,SAT-LOW,SM,GEN,RCM1
2021,20175,04/10/21,1026,58.045,-60.5,SAT-HIGH,MED,GEN,RCM1
2021,20267,04/10/21,1026,59.48667,-60.54167,SAT-LOW,SM,GEN,RCM1
2021,20268,04/10/21,1026,59.57833,-60.59833,SAT-HIGH,MED,GEN,RCM1
2021,20362,04/10/21,1026,59.57,-61.995,SAT-HIGH,LG,GEN,RCM1
2021,20385,04/10/21,1026,58.91333,-62.89333,SAT-LOW,MED,GEN,RCM1
2021,20387,04/10/21,1026,59.46833,-61.55333,SAT-LOW,MED,GEN,RCM1
2021,20388,04/10/21,1026,59.14833,-61.48667,SAT-LOW,SM,GEN,RCM1
2021,20392,04/10/21,1026,58.79667,-62.045,SAT-LOW,MED,GEN,RCM1
2021,20393,04/10/21,1026,59.00833,-61.40167,SAT-HIGH,MED,GEN,RCM1
2021,20394,04/10/21,1026,58.93167,-61.92833,SAT-HIGH,MED,GEN,RCM1
2021,20396,04/10/21,1026,58.81167,-62.17667,SAT-LOW,MED,GEN,RCM1
2021,20399,04/10/21,1026,58.92667,-61.39167,SAT-HIGH,SM,GEN,RCM1
2021,20401,04/10/21,1026,58.74833,-60.83667,SAT-HIGH,LG,GEN,RCM1
2021,20404,04/10/21,1026,58.69333,-61.13833,SAT-HIGH,MED,GEN,RCM1
2021,20145,04/10/21,2050,54.46167,-54.26333,SAT-HIGH,LG,GEN,RSCM
2021,20369,04/10/21,2050,54.10667,-53.67,SAT-HIGH,MED,GEN,RSCM
2021,20144,04/11/21,933,48.95667,-52.965,SAT-LOW,MED,GEN,RCM3
2021,20225,04/11/21,933,51.31167,-49.44,SAT-LOW,SM,GEN,RCM3
2021,20145,04/11/21,948,54.49167,-54.44167,SAT-HIGH,MED,GEN,SN1A
2021,20159,04/11/21,948,54.56833,-54.215,SAT-HIGH,MED,GEN,SN1A
2021,20164,04/11/21,948,54.54667,-54.79,SAT-HIGH,MED,GEN,SN1A
2021,20219,04/11/21,948,54.57167,-54.74333,SAT-HIGH,MED,GEN,SN1A
2021,20226,04/11/21,948,54.25167,-54.225,SAT-HIGH,SM,GEN,SN1A
2021,20229,04/11/21,948,53.95667,-53.78333,SAT-HIGH,SM,GEN,SNL1
2021,20232,04/11/21,948,54.40333,-54.77167,SAT-HIGH,MED,GEN,SNL1
2021,20233,04/11/21,948,54.555,-54.77,SAT-HIGH,SM,GEN,SN1A
2021,20234,04/11/21,948,54.405,-54.80167,SAT-HIGH,MED,GEN,SN1A
2021,20235,04/11/21,948,54.42833,-54.06167,SAT-HIGH,SM,GEN,SNL1
2021,20240,04/11/21,948,54.895,-54.49,SAT-HIGH,MED,GEN,SN1A
2021,20246,04/11/21,948,54.88,-54.28833,SAT-HIGH,MED,GEN,SNL1
2021,20255,04/11/21,948,54.77667,-54.37333,SAT-HIGH,SM,GEN,SN1A
2021,20335,04/11/21,948,54.53833,-54.485,SAT-HIGH,SM,GEN,SN1A
2021,20367,04/11/21,948,54.10833,-52.84333,SAT-HIGH,SM,GEN,SN1A
2021,20377,04/11/21,948,54.40333,-53.98833,SAT-HIGH,MED,GEN,SNL1
2021,20114,04/11/21,1002,56.62333,-59.63833,SAT-HIGH,MED,GEN,RCM2
2021,20134,04/11/21,1002,56.56667,-59.56833,SAT-HIGH,MED,GEN,RCM2
2021,20179,04/11/21,1002,56.18167,-58.26667,SAT-HIGH,LG,GEN,RCM2
2021,20181,04/11/21,1002,55.94333,-59.49333,SAT-LOW,SM,GEN,RCM2
2021,20186,04/11/21,1002,55.24667,-58.65,SAT-LOW,MED,GEN,RCM2
2021,20197,04/11/21,1002,56.90667,-59.055,SAT-HIGH,LG,GEN,RCM2
2021,20198,04/11/21,1002,55.995,-59.43833,SAT-HIGH,LG,GEN,RCM2
2021,20201,04/11/21,1002,55.64,-58.025,SAT-HIGH,VLG,GEN,RCM2
2021,20413,04/11/21,1002,55.86167,-57.68333,SAT-HIGH,LG,GEN,RCM2
2021,20415,04/11/21,1002,57.06833,-58.73167,SAT-HIGH,LG,GEN,RCM2
2021,20002,04/11/21,2148,56.13833,-60.00333,SAT-LOW,MED,GEN,SN1B
2021,20114,04/11/21,2148,56.64833,-59.61833,SAT-HIGH,MED,GEN,SN1B
2021,20132,04/11/21,2148,56.64833,-59.91833,SAT-HIGH,MED,GEN,SN1B
2021,20134,04/11/21,2148,56.56833,-59.56833,SAT-HIGH,MED,GEN,SN1B
2021,20160,04/12/21,939,53.9,-52.61333,SAT-HIGH,SM,GEN,SNL1
2021,20367,04/12/21,939,54,-52.69333,SAT-HIGH,SM,GEN,SNL1
2021,20096,04/12/21,1008,56.65167,-60.62833,SAT-HIGH,LG,GEN,RCM2
2021,20114,04/12/21,1008,56.64667,-59.61667,SAT-HIGH,MED,GEN,RCM2
2021,20134,04/12/21,1008,56.56667,-59.56833,SAT-HIGH,MED,GEN,RCM2
2021,20169,04/12/21,1008,56.27833,-60.055,SAT-LOW,MED,GEN,RCM2
2021,20170,04/12/21,1008,57.1,-61.03833,SAT-LOW,MED,GEN,RCM2
2021,20171,04/12/21,1008,56.84667,-60.34667,SAT-LOW,LG,GEN,RCM2
2021,20177,04/12/21,1008,56.84333,-60.81167,SAT-LOW,MED,GEN,RCM2
2021,20197,04/12/21,1008,57.06333,-59.24,SAT-HIGH,MED,GEN,RCM2
2021,20210,04/12/21,1008,55.90333,-57.26,SAT-HIGH,MED,GEN,RCM2
2021,20413,04/12/21,1008,55.765,-57.35,SAT-HIGH,LG,GEN,RCM2
2021,20021,04/12/21,2141,55.365,-57.27333,SAT-LOW,SM,GEN,SN1A
2021,20161,04/12/21,2141,55.27333,-57.73667,SAT-LOW,MED,GEN,SN1A
2021,20179,04/12/21,2141,56.20167,-58.48667,SAT-LOW,MED,GEN,SN1A
